t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

1.391585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.409205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.41872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.442414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.462301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.476582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.483123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.492309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.503893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.51632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.528846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.541435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.553976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.566311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.579025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.601184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.608108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.616268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.629061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.641426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.65404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.666514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.678795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.691445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.703904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.716337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.729328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.750453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.757758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.766008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.779046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.791235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.803881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.816391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.828894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.84133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.853832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.866675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.878818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.891635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.913276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.919284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.928723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.941309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.954074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.966455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.978249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.991414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.004129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.016036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.029028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.041219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.053949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.07573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.082534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.091375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.103514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.116467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.129489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.141342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.153504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.166321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.178858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.191264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.204331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.225418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.241547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.254265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.266337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.278695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.291378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.303893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.31674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.328371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.341408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.353451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.367403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.388598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2.395951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

