t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

1.474069,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.494069,-0.2447798,0.06117454,0.3774424,16.9274,276.3648,10.24984,0,0,0,0,0,0,0,0,0,0,0,0

1.511549,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.519446,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.529192,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.541927,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.554419,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.566644,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.579399,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.591426,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.604063,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.620208,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.629112,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.641283,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.653845,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.666577,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.678955,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.691572,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.704087,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.717075,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.729006,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.741985,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.754332,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.766648,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.780357,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.791988,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.804891,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.816958,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.828992,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.841582,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.854449,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.866326,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.879663,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.891432,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.904417,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.916013,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.929146,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.942477,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.953924,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.96624,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.978552,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

1.991564,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

2.003967,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

2.016249,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

2.028584,-0.2443197,0.05862216,0.3800163,17.33525,276.1188,9.867114,0,0,0,0,0,0,0,0,0,0,0,0

